BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 3
	and p_type like '%NICKEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9999.66 | Supplier#000043638        | RUSSIA                    |   1793603 | Manufacturer#3            | pRnD Nz9fBDFin                           | 32-383-297-3784 | rts wake regularly against the quickly silent deposits. slyly
   9998.56 | Supplier#000039514        | UNITED KINGDOM            |   1114502 | Manufacturer#1            | fUN95rpikfiqeGo,okl,27ItSq9fMpr          | 33-317-828-7758 | olites use about the blithely regular warhorses. carefully final instructions a
   9994.66 | Supplier#000071807        | FRANCE                    |   1446792 | Manufacturer#1            | ae0mc8V3kBT                              | 16-407-922-3032 |  final packages haggle against the ironic ideas. 
   9994.66 | Supplier#000071807        | FRANCE                    |   1671806 | Manufacturer#3            | ae0mc8V3kBT                              | 16-407-922-3032 |  final packages haggle against the ironic ideas. 
   9993.02 | Supplier#000070471        | ROMANIA                   |   1045460 | Manufacturer#1            | xVoX7PUFN3S7LwKI                         | 29-753-606-7909 | ial, regular instructions. regul
   9988.74 | Supplier#000087221        | UNITED KINGDOM            |    637208 | Manufacturer#1            | kOYIxM7G0JFH1XNwGOxMx,xaALTG LCA3        | 33-369-185-7578 | tes are slyly carefully ironic c
   9984.21 | Supplier#000035131        | RUSSIA                    |   1460088 | Manufacturer#4            | 8ef9GOD3X6JLav5H4X2XqOLICJW              | 32-993-135-7694 | ithely even deposits across the quickly pending foxes are sp
   9972.22 | Supplier#000063539        | UNITED KINGDOM            |    163538 | Manufacturer#2            | hH22I9VOgOnS                             | 33-349-948-5173 | even, pending instructions among the furiously regular dependencies haggle agai
   9971.91 | Supplier#000048639        | RUSSIA                    |   1973581 | Manufacturer#1            | 7 LTOrhqpZT2j23L,jngyP84qBWnDPytw mK     | 32-858-928-4333 | old accounts wake furiously bold instructions. fluffily final foxes according to the express, unu
   9970.79 | Supplier#000084347        | FRANCE                    |   1884346 | Manufacturer#5            | mWjeSqX4jfXGhSq5aB5FORtCzzduhhu2Rk3      | 16-193-266-7201 | ly even dependencies are furiously quickly 
   9970.46 | Supplier#000018114        | RUSSIA                    |   1193102 | Manufacturer#3            | 1FF1XaxYDpqVcOjSzV3                      | 32-941-320-8682 | ously. blithely regular packages haggle slyly accounts.
   9967.45 | Supplier#000002302        | FRANCE                    |   1877283 | Manufacturer#4            | wMEzrsX2KKpTaJGE3uGEUibymG               | 16-486-165-5642 | gly carefully bold deposits. accounts nag b
   9966.95 | Supplier#000032907        | GERMANY                   |    682894 | Manufacturer#4            | rOJnhvkZ3K9RPyXqJQztUzFMJ6CPvP416M       | 17-442-420-2674 | c pinto beans. carefully even theodolites can snooze. ideas acr
   9962.57 | Supplier#000034645        | ROMANIA                   |   1384618 | Manufacturer#5            | eX2phCtgj8wVd8U7oWYs6bQOayC              | 29-629-100-1429 | uests sleep carefully besides the patterns. carefully regular forges
   9959.58 | Supplier#000039262        | GERMANY                   |   1114250 | Manufacturer#2            | bI4ANb8NRA                               | 17-652-424-9680 |  unusual excuses nag. final
   9959.51 | Supplier#000096488        | RUSSIA                    |   1896487 | Manufacturer#1            | zvNtHhTUR2DSypwgAVjkPK8YUjP34B4Mn6       | 32-931-158-4832 | phs after the fluffily even foxes wak
   9959.48 | Supplier#000049419        | GERMANY                   |    949418 | Manufacturer#3            | ROk,1HFTMs 0hoLB                         | 17-357-273-3706 | ress deposits boost. pending, even foxes use carefully. packa
   9956.07 | Supplier#000075095        | RUSSIA                    |    450090 | Manufacturer#2            | FBPv5AChKCuLIWKlQiIFPJKHshhIFF           | 32-369-450-2486 | he blithely pending theodolites. theodolites cajole slyly up the carefully even notornis. hockey
   9954.71 | Supplier#000003147        | UNITED KINGDOM            |   1678130 | Manufacturer#1            | jIhW4pvcCF4K41rhP                        | 33-399-127-2845 | sleep fluffily after the furi
   9953.15 | Supplier#000070691        | GERMANY                   |    995663 | Manufacturer#1            | MwRgQyakrsLtoc9xPDHiTAOj8Avr             | 17-661-111-5355 | olites sleep among the regular packages. express depths after the fluffily r
    9939.3 | Supplier#000012086        | ROMANIA                   |    512085 | Manufacturer#5            | 1J3KiLGCU3                               | 29-275-848-9101 | ilent, special deposits. ironic requests boost furiously aroun
   9938.69 | Supplier#000048337        | RUSSIA                    |   1723319 | Manufacturer#2            | tXGAix6fSBfdQuOu4BBAQDsnVsCzxzFK8g1      | 32-566-156-5537 | ular pinto beans. slyly express theodolites sleep blithely
   9937.08 | Supplier#000025137        | FRANCE                    |   1800118 | Manufacturer#4            | stIIQZedYRXAju36LbGb09,qUxhkWtV          | 16-206-728-7034 |  ironic courts around the quickly unusual packages wake 
      9937 | Supplier#000030065        | UNITED KINGDOM            |     80064 | Manufacturer#4            | 5ibtYQpTYTTu6C2c6knFD9yu                 | 33-520-380-3390 | latelets. notornis sleep slyly across the regular realms. final hockey players haggle across 
   9936.01 | Supplier#000064630        | FRANCE                    |     14629 | Manufacturer#1            | cW3kNfLGiN2n7w84pIHEpTd4sewgpnW          | 16-782-698-5265 | . furiously express ideas boost across the regular requests. furiously final ideas haggle fl
   9934.44 | Supplier#000009762        | GERMANY                   |    534746 | Manufacturer#5            | sszbnlE,8rTVV1n5PUnUaX                   | 17-758-315-1893 | uriously unusual foxes. bold, ironic foxes according to the blithely final 
   9933.48 | Supplier#000012908        | RUSSIA                    |    787900 | Manufacturer#1            | P9fHHNbn,kXrjxbBV9SmMXTcJ30r,Vg6CbAKsp   | 32-103-508-9053 |  haggle slyly. pinto beans are carefully special dolphins. slyly final platelets against t
   9929.12 | Supplier#000094144        | ROMANIA                   |   1619095 | Manufacturer#4            | EeDRnlrpZaJSj785r9O                      | 29-838-322-1471 |  regular instructions after the final, even asymptotes haggle slyly aro
